RegionName,City,State,Current_Price,Affordability_Ratio_2023,Clasificacion_IA,Confianza,Datos_Clave,Latitude,Longitude
76011,Arlington,TX,253938.6167359084,4.8069097642107765,Regular - Estable,99.98,Growth24: 0.8% | Vacancy: 7.0%,32.7582,-97.1003
77550,Galveston,TX,309420.9567187701,7.121887371719846,Cara - Sobrevalorada,99.0,Growth24: -1.5% | Vacancy: 17.9%,29.2983,-94.793
78644,Lockhart,TX,299798.6142917402,4.540812552282414,Regular - Estable,100.0,Growth24: -5.2% | Vacancy: 2.9%,29.8868,-97.6769
78624,Fredericksburg,TX,525491.1774819838,7.927746919925942,Cara - Sobrevalorada,95.5,Growth24: -2.1% | Vacancy: 10.8%,30.2817,-98.8799
75407,Princeton,TX,325640.27226733085,3.8461680597775407,Regular - Estable,100.0,Growth24: -5.1% | Vacancy: 1.8%,33.1555,-96.4981
78738,,TX,871322.3758596812,5.751176360632075,Regular - Estable,94.83,Growth24: -7.4% | Vacancy: 2.0%,30.3337,-97.9824
77019,Houston,TX,692272.8455751112,6.128626064900129,Regular - Estable,96.12,Growth24: 2.5% | Vacancy: 6.5%,29.7517,-95.4054
79902,El Paso,TX,269679.5396068233,5.293328214531159,Barata - Alto Potencial,94.48,Growth24: 8.7% | Vacancy: 5.9%,31.7763,-106.4932
76052,Haslet,TX,407867.75218847085,3.006828281447434,Regular - Estable,100.0,Growth24: -5.3% | Vacancy: 0.7%,32.9557,-97.3372
75218,Dallas,TX,546374.6735341996,4.57934727830482,Barata - Alto Potencial,98.0,Growth24: 5.7% | Vacancy: 3.0%,32.8463,-96.6972
77043,Houston,TX,396606.5954654648,5.02361463549101,Barata - Alto Potencial,98.87,Growth24: 3.4% | Vacancy: 3.6%,29.8052,-95.5607
77586,El Lago,TX,350230.8036905961,3.050134597320859,Regular - Estable,99.96,Growth24: -0.2% | Vacancy: 3.2%,29.5832,-95.037
76504,Temple,TX,194400.2662193209,3.9745418940142536,Regular - Estable,99.94,Growth24: -3.3% | Vacancy: 3.6%,31.0917,-97.3648
79703,Midland,TX,232597.09465669616,2.527601518121847,Barata - Alto Potencial,98.36,Growth24: 6.0% | Vacancy: 1.2%,31.9721,-102.1369
77478,Sugar Land,TX,429495.3770737937,3.454573651416483,Barata - Alto Potencial,99.98,Growth24: 4.0% | Vacancy: 1.2%,29.6196,-95.607
75090,Sherman,TX,222624.8941479036,3.7941604872255903,Regular - Estable,99.48,Growth24: -0.4% | Vacancy: 3.4%,33.6435,-96.6075
75225,University Park,TX,1895046.0128673087,8.513708809761788,Cara - Sobrevalorada,95.5,Growth24: 8.1% | Vacancy: 3.5%,32.8628,-96.7918
75253,Dallas,TX,266026.62612970994,4.80229538368031,Regular - Estable,99.91,Growth24: -0.8% | Vacancy: 1.7%,32.6833,-96.5964
79015,Canyon,TX,289004.73718057433,3.3479921212587147,Barata - Alto Potencial,98.63,Growth24: 2.9% | Vacancy: 3.9%,34.9772,-101.9247
79407,Lubbock,TX,217266.78301892165,3.452765980821508,Regular - Estable,100.0,Growth24: -1.1% | Vacancy: 5.1%,33.5684,-101.9423
78148,Universal City,TX,272240.7055421895,3.6865159805507375,Regular - Estable,100.0,Growth24: -1.4% | Vacancy: 1.2%,29.5465,-98.2954
77054,Houston,TX,147081.57292418095,2.522575794845712,Regular - Estable,99.5,Growth24: 0.5% | Vacancy: 9.0%,29.6852,-95.4017
76205,Denton,TX,369038.8161594228,5.582034534536327,Regular - Estable,99.31,Growth24: -0.4% | Vacancy: 3.7%,33.1903,-97.1282
76031,Cleburne,TX,283708.1978142658,3.973721428447542,Regular - Estable,99.28,Growth24: -0.7% | Vacancy: 3.5%,32.3485,-97.3311
75094,Murphy,TX,596977.9256160342,3.5692340814730303,Barata - Alto Potencial,95.5,Growth24: 3.6% | Vacancy: 0.3%,33.0148,-96.6189
78261,San Antonio,TX,447052.5026184017,3.272118252581879,Regular - Estable,99.96,Growth24: -2.0% | Vacancy: 1.1%,29.7055,-98.4191
75039,Irving,TX,642863.9133730972,6.0281098245329146,Regular - Estable,95.0,Growth24: 1.1% | Vacancy: 6.6%,32.8697,-96.9389
79413,Lubbock,TX,191492.86250201453,2.888296497703076,Regular - Estable,99.5,Growth24: -0.3% | Vacancy: 3.0%,33.5466,-101.8871
78503,McAllen,TX,182468.3472599648,3.41653313469997,Barata - Alto Potencial,97.0,Growth24: 8.8% | Vacancy: 4.7%,26.1771,-98.252
75219,Dallas,TX,416603.2453626544,4.435565321184287,Regular - Estable,98.5,Growth24: 1.9% | Vacancy: 10.6%,32.8132,-96.8142
75240,Dallas,TX,411431.9414697524,7.076721005695685,Cara - Sobrevalorada,90.52,Growth24: 4.7% | Vacancy: 5.5%,32.9374,-96.7872
75409,Anna,TX,369770.621637593,4.003641658315422,Regular - Estable,100.0,Growth24: -4.2% | Vacancy: 2.0%,33.3445,-96.5639
77328,Cleveland,TX,260623.2225217869,4.51293472391816,Regular - Estable,99.59,Growth24: -2.0% | Vacancy: 4.9%,30.3963,-95.194
77027,Houston,TX,784372.5075424955,7.207779619487071,Cara - Sobrevalorada,88.5,Growth24: 2.2% | Vacancy: 9.9%,29.7396,-95.446
76135,Fort Worth,TX,281671.5987530819,4.070338689232046,Regular - Estable,100.0,Growth24: -0.8% | Vacancy: 2.8%,32.8248,-97.4519
79905,El Paso,TX,150505.10170045204,5.0154927727282805,Barata - Alto Potencial,94.5,Growth24: 7.7% | Vacancy: 5.6%,31.7674,-106.4304
77037,Houston,TX,204243.96345344544,4.331545357281988,Barata - Alto Potencial,97.1,Growth24: 2.7% | Vacancy: 1.3%,29.8892,-95.3935
78703,Austin,TX,1292594.8201504615,10.108519903313695,Cara - Sobrevalorada,96.64,Growth24: -6.7% | Vacancy: 3.3%,30.2907,-97.7648
75460,Paris,TX,127216.03016621614,3.130872444917253,Regular - Estable,99.92,Growth24: -8.5% | Vacancy: 5.9%,33.6581,-95.5379
77056,Houston,TX,663474.7046551049,6.167409268267453,Regular - Estable,92.5,Growth24: 2.7% | Vacancy: 10.9%,29.7446,-95.4683
78621,,TX,312803.2576551783,4.010573314210882,Regular - Estable,99.99,Growth24: -8.6% | Vacancy: 2.8%,30.3231,-97.3737
78214,San Antonio,TX,137534.93604416642,3.7936730206689617,Regular - Estable,99.84,Growth24: -8.0% | Vacancy: 3.2%,29.3641,-98.4924
78801,Uvalde,TX,187808.9488290724,3.1860886710936995,Regular - Estable,99.99,Growth24: -2.5% | Vacancy: 5.1%,29.2172,-99.7931
75116,Duncanville,TX,276939.60942851705,4.502935972960844,Regular - Estable,100.0,Growth24: 1.1% | Vacancy: 2.4%,32.6587,-96.9114
75134,Lancaster,TX,273514.2823380532,4.189427318935866,Regular - Estable,99.5,Growth24: -0.1% | Vacancy: 0.6%,32.6161,-96.783
76006,Arlington,TX,385085.10085751576,6.937141693214196,Regular - Estable,94.86,Growth24: -0.2% | Vacancy: 6.3%,32.7785,-97.0834
77303,Conroe,TX,272547.11571491667,3.8503698939441167,Regular - Estable,100.0,Growth24: -1.5% | Vacancy: 2.7%,30.3814,-95.3749
77006,Houston,TX,566097.2735405812,5.397352834176482,Regular - Estable,92.99,Growth24: 1.5% | Vacancy: 9.7%,29.7409,-95.3923
75771,Lindale,TX,310478.25237547536,3.334687175322748,Barata - Alto Potencial,95.26,Growth24: 2.7% | Vacancy: 7.7%,32.5062,-95.4006
75964,Nacogdoches,TX,197711.82275519703,3.4221497646859187,Barata - Alto Potencial,99.48,Growth24: 4.3% | Vacancy: 3.6%,31.6737,-94.6932
76111,Fort Worth,TX,224143.62358065284,3.927272959053703,Regular - Estable,99.98,Growth24: -0.8% | Vacancy: 4.2%,32.7824,-97.3003
77384,Conroe,TX,413041.1248932453,3.913420344695732,Regular - Estable,99.96,Growth24: 0.9% | Vacancy: 4.7%,30.2257,-95.4924
77627,Nederland,TX,203613.6315771068,2.6951557999971048,Regular - Estable,99.99,Growth24: -3.9% | Vacancy: 4.4%,29.9716,-94.0012
78566,Los Fresnos,TX,215662.6512227101,3.090718939024341,Barata - Alto Potencial,99.67,Growth24: 4.2% | Vacancy: 4.3%,26.1158,-97.4107
75401,Greenville,TX,206743.69561366728,3.6292542163487207,Regular - Estable,100.0,Growth24: -0.4% | Vacancy: 4.1%,33.1854,-96.1304
76067,Mineral Wells,TX,199283.0938007632,3.524997907363044,Regular - Estable,100.0,Growth24: -4.9% | Vacancy: 4.9%,32.8085,-98.1128
78224,San Antonio,TX,203721.32125719343,3.792938526436289,Regular - Estable,99.99,Growth24: -6.4% | Vacancy: 2.9%,29.3374,-98.5393
75237,Dallas,TX,273641.6738477425,6.449902261978966,Regular - Estable,98.0,Growth24: -0.0% | Vacancy: 5.0%,32.659,-96.8765
76310,Wichita Falls,TX,243775.54371034223,2.7949401808145065,Regular - Estable,100.0,Growth24: 1.2% | Vacancy: 3.2%,33.8581,-98.5755
76008,Aledo,TX,546182.7546107208,3.4080244581105803,Regular - Estable,99.41,Growth24: -1.1% | Vacancy: 1.1%,32.7004,-97.6039
77632,Orange,TX,214553.81532953505,2.6287420589994883,Regular - Estable,99.82,Growth24: -4.9% | Vacancy: 5.5%,30.1775,-93.8409
78734,Lakeway,TX,638378.4927688421,5.608347529403343,Regular - Estable,98.33,Growth24: -7.0% | Vacancy: 5.0%,30.3705,-97.9427
76082,Springtown,TX,390425.0635581499,4.082524528629123,Regular - Estable,99.75,Growth24: 0.1% | Vacancy: 3.4%,32.966,-97.6836
75142,Kaufman,TX,291021.332988007,3.835324673827393,Regular - Estable,100.0,Growth24: -3.2% | Vacancy: 2.7%,32.546,-96.2852
77302,Conroe,TX,325687.7584923457,4.002876008822984,Regular - Estable,100.0,Growth24: -0.0% | Vacancy: 1.5%,30.2238,-95.3577
76120,Fort Worth,TX,321979.2490861695,4.370695776275908,Regular - Estable,100.0,Growth24: -1.0% | Vacancy: 5.5%,32.7639,-97.1781
76104,Fort Worth,TX,188864.98777631007,3.3338328653625218,Regular - Estable,98.0,Growth24: -2.0% | Vacancy: 8.5%,32.7256,-97.3184
78015,Fair Oaks Ranch,TX,594328.2095159477,3.888536792000941,Regular - Estable,99.96,Growth24: -1.8% | Vacancy: 1.6%,29.7327,-98.6646
76058,Burleson,TX,358687.31553268665,5.25908649637457,Regular - Estable,99.91,Growth24: 0.6% | Vacancy: 2.7%,32.4663,-97.4011
75602,Longview,TX,129830.24185068232,2.168468193172548,Regular - Estable,100.0,Growth24: 1.2% | Vacancy: 6.3%,32.4724,-94.7101
77028,Houston,TX,166742.68611548244,4.846237785551284,Regular - Estable,99.94,Growth24: -4.9% | Vacancy: 5.0%,29.8297,-95.2879
76115,Fort Worth,TX,185663.7198305887,3.519786562115617,Regular - Estable,98.5,Growth24: -0.3% | Vacancy: 3.1%,32.6796,-97.3336
76177,,TX,384009.9570853725,3.8808326499210297,Regular - Estable,100.0,Growth24: -3.9% | Vacancy: 3.5%,32.9448,-97.3124
78739,Austin,TX,804334.5240588275,3.810154342015824,Regular - Estable,97.97,Growth24: -4.6% | Vacancy: 0.4%,30.172,-97.8784
79110,Amarillo,TX,165127.26637669196,2.3638883885462274,Barata - Alto Potencial,98.97,Growth24: 4.0% | Vacancy: 4.5%,35.1545,-101.8641
77026,Houston,TX,156986.71748674332,4.786796719536563,Regular - Estable,100.0,Growth24: -1.9% | Vacancy: 7.4%,29.7972,-95.3288
77551,Galveston,TX,265126.45537533937,4.584539293246673,Regular - Estable,100.0,Growth24: 0.9% | Vacancy: 8.9%,29.2766,-94.8303
78133,Canyon Lake,TX,398404.5325581934,5.219288284624386,Regular - Estable,100.0,Growth24: -3.1% | Vacancy: 8.8%,29.9112,-98.2374
78747,Austin,TX,390789.2031309379,5.120900527808973,Regular - Estable,98.96,Growth24: -6.9% | Vacancy: 1.2%,30.1204,-97.7433
75803,Palestine,TX,225239.70325552908,3.488438193688936,Barata - Alto Potencial,99.48,Growth24: 4.9% | Vacancy: 5.4%,31.7571,-95.6545
76541,Killeen,TX,124762.41979700584,3.5556249694772424,Regular - Estable,96.75,Growth24: -5.0% | Vacancy: 9.4%,31.1164,-97.7278
77318,Willis,TX,331445.7347172195,3.7146069825624255,Regular - Estable,99.83,Growth24: -1.9% | Vacancy: 5.6%,30.4416,-95.5394
78732,Austin,TX,823944.5054193832,4.717040134522136,Regular - Estable,98.47,Growth24: -6.9% | Vacancy: 1.5%,30.3752,-97.9007
76266,Sanger,TX,364645.7634977735,3.8516947268797255,Regular - Estable,99.96,Growth24: -1.1% | Vacancy: 1.8%,33.3563,-97.1814
75137,Duncanville,TX,286981.2677878379,3.36393995208529,Regular - Estable,100.0,Growth24: 0.3% | Vacancy: 2.0%,32.6347,-96.9113
79935,El Paso,TX,235105.9825839432,3.297623484728695,Barata - Alto Potencial,99.91,Growth24: 5.9% | Vacancy: 2.5%,31.7718,-106.3303
76308,Wichita Falls,TX,214516.95642248043,2.856839599380661,Barata - Alto Potencial,99.48,Growth24: 2.2% | Vacancy: 4.7%,33.8633,-98.534
76574,Taylor,TX,297699.2918611816,4.437134586292524,Regular - Estable,100.0,Growth24: -5.5% | Vacancy: 3.3%,30.5708,-97.4094
75009,Celina,TX,602566.9676612979,3.560237622953642,Regular - Estable,97.46,Growth24: 1.8% | Vacancy: 1.9%,33.3103,-96.7673
79065,Pampa,TX,105885.73503836009,1.7509938395782143,Barata - Alto Potencial,88.17,Growth24: 7.6% | Vacancy: 9.0%,35.538,-100.9579
79415,Lubbock,TX,99700.25235880956,2.89543172714831,Regular - Estable,99.43,Growth24: -6.8% | Vacancy: 4.2%,33.6021,-101.876
77029,Jacinto City,TX,162832.99883656888,3.3345732212364005,Regular - Estable,98.94,Growth24: -1.4% | Vacancy: 5.7%,29.763,-95.2567
77048,Houston,TX,221729.7342382048,4.006926842274521,Regular - Estable,99.5,Growth24: 1.3% | Vacancy: 2.9%,29.6321,-95.3416
78620,Dripping Springs,TX,698341.5724780285,5.238692518079652,Regular - Estable,98.33,Growth24: -6.0% | Vacancy: 1.9%,30.2268,-98.1029
76234,Decatur,TX,431950.9380745203,4.746697312504415,Regular - Estable,100.0,Growth24: 0.6% | Vacancy: 3.8%,33.2351,-97.574
75965,Nacogdoches,TX,266212.78124931775,4.795840264329582,Barata - Alto Potencial,98.23,Growth24: 3.2% | Vacancy: 4.6%,31.7195,-94.6168
79336,Levelland,TX,159541.42631322448,2.989529789545887,Regular - Estable,99.43,Growth24: 1.1% | Vacancy: 5.1%,33.5788,-102.3676
77051,Houston,TX,193591.3819114357,5.082372752107492,Regular - Estable,100.0,Growth24: -2.3% | Vacancy: 4.8%,29.6579,-95.3688
76103,Fort Worth,TX,223123.8211036206,4.067521893148006,Regular - Estable,100.0,Growth24: -0.2% | Vacancy: 3.7%,32.747,-97.2604
77085,Houston,TX,235010.9444637537,3.519759712966047,Regular - Estable,99.91,Growth24: 0.2% | Vacancy: 1.1%,29.6218,-95.4819
79414,Lubbock,TX,153778.95252262836,3.130492138267802,Regular - Estable,99.0,Growth24: -0.1% | Vacancy: 4.5%,33.5497,-101.9187
77657,Lumberton,TX,268661.9599543626,2.8222139905845665,Regular - Estable,99.94,Growth24: 1.1% | Vacancy: 2.9%,30.2818,-94.2191
79045,Hereford,TX,172327.13234162063,2.9701120013940048,Regular - Estable,99.99,Growth24: 1.4% | Vacancy: 5.9%,34.837,-102.405
77401,Bellaire,TX,1090747.557721628,4.122355392998982,Barata - Alto Potencial,91.0,Growth24: 5.9% | Vacancy: 3.0%,29.7023,-95.4611
78538,Edcouch,TX,144395.71422711702,3.03102950848613,Barata - Alto Potencial,97.5,Growth24: 17.9% | Vacancy: 4.2%,26.3328,-97.9622
77979,Port Lavaca,TX,190092.7534327258,2.7541579655809008,Regular - Estable,99.99,Growth24: -3.8% | Vacancy: 6.7%,28.6011,-96.6259
78654,Marble Falls,TX,426955.1437066039,6.306353463919553,Regular - Estable,100.0,Growth24: -5.4% | Vacancy: 9.3%,30.5784,-98.2751
78735,,TX,836414.9289152484,7.1193472283420345,Cara - Sobrevalorada,94.14,Growth24: -6.1% | Vacancy: 2.8%,30.249,-97.8414
79714,Andrews,TX,234936.74877709747,2.939848435399143,Regular - Estable,99.5,Growth24: -1.3% | Vacancy: 1.5%,32.3201,-102.5409
75235,Dallas,TX,277475.9681334065,4.429886170887209,Barata - Alto Potencial,91.0,Growth24: 5.2% | Vacancy: 4.0%,32.8252,-96.8388
78752,Austin,TX,419150.60000796616,7.392269468324039,Cara - Sobrevalorada,88.51,Growth24: -10.0% | Vacancy: 2.2%,30.3316,-97.7004
77069,Houston,TX,338661.6912046993,4.560651623665611,Regular - Estable,99.95,Growth24: 0.1% | Vacancy: 2.7%,29.9863,-95.5208
75249,Dallas,TX,295993.80123041495,3.698027739703809,Regular - Estable,100.0,Growth24: 0.1% | Vacancy: 0.7%,32.636,-96.9493
77447,Hockley,TX,311133.94068872515,2.8571029593466286,Regular - Estable,99.5,Growth24: -2.9% | Vacancy: 2.5%,30.0729,-95.8104
76501,Temple,TX,195890.250559201,4.053828623550172,Regular - Estable,100.0,Growth24: -3.3% | Vacancy: 4.7%,31.0895,-97.3343
77012,Houston,TX,176130.02293416005,3.720880230892919,Regular - Estable,100.0,Growth24: -1.3% | Vacancy: 5.1%,29.7149,-95.2819
76015,Arlington,TX,283450.2222059997,3.983708097423461,Regular - Estable,99.5,Growth24: 0.4% | Vacancy: 2.8%,32.6931,-97.1347
77707,Beaumont,TX,172625.70861348385,2.4484595933392925,Regular - Estable,99.91,Growth24: -6.3% | Vacancy: 5.3%,30.0686,-94.1755
77013,Houston,TX,207612.22359433305,4.65835467540627,Regular - Estable,100.0,Growth24: 1.9% | Vacancy: 6.4%,29.7842,-95.2301
77445,,TX,282516.73128974315,4.567204244970037,Regular - Estable,99.94,Growth24: -3.5% | Vacancy: 4.9%,30.092,-96.0716
79765,Odessa,TX,322769.8221361712,3.048589081707056,Regular - Estable,98.49,Growth24: 1.8% | Vacancy: 1.7%,31.9375,-102.3944
78070,Canyon Lake,TX,581845.4469704354,5.0527644318752944,Regular - Estable,98.45,Growth24: -0.8% | Vacancy: 2.3%,29.9238,-98.3788
79119,Amarillo,TX,374046.8622652266,3.592974209483744,Barata - Alto Potencial,98.06,Growth24: 2.0% | Vacancy: 2.6%,35.0642,-101.9743
78219,San Antonio,TX,176617.4255755473,3.501077161129777,Regular - Estable,100.0,Growth24: -2.1% | Vacancy: 3.8%,29.4492,-98.3446
75670,Marshall,TX,113675.5663607916,3.011017677015973,Regular - Estable,97.96,Growth24: -7.8% | Vacancy: 6.1%,32.5338,-94.3619
76247,Justin,TX,418574.6767522749,3.464334566343765,Regular - Estable,99.96,Growth24: -1.8% | Vacancy: 1.9%,33.0734,-97.3093
77378,Willis,TX,245507.1504462352,3.734295886417229,Regular - Estable,100.0,Growth24: -2.3% | Vacancy: 1.4%,30.4441,-95.4506
77437,El Campo,TX,221365.7473821298,3.063324717659792,Regular - Estable,99.83,Growth24: -3.5% | Vacancy: 3.7%,29.2008,-96.2743
75801,Palestine,TX,191447.2945165712,3.4348488852100334,Barata - Alto Potencial,97.58,Growth24: 4.4% | Vacancy: 5.6%,31.7588,-95.6342
77541,Freeport,TX,202603.9523978396,3.6006086691084485,Cara - Sobrevalorada,95.53,Growth24: -3.0% | Vacancy: 17.7%,29.0357,-95.3379
75751,Athens,TX,208169.38458781864,2.834987060214594,Regular - Estable,99.33,Growth24: 1.0% | Vacancy: 6.1%,32.1935,-95.8432
77640,Port Arthur,TX,125063.41641989585,2.3976911550467674,Regular - Estable,98.49,Growth24: -3.8% | Vacancy: 11.6%,29.8709,-93.9643
75474,,TX,245709.9515731214,3.697556147494367,Regular - Estable,99.54,Growth24: -0.5% | Vacancy: 5.6%,32.8983,-96.1261
78374,Portland,TX,262049.9579938649,3.1804641857621587,Regular - Estable,99.83,Growth24: -0.0% | Vacancy: 5.7%,27.8935,-97.3169
78382,Rockport,TX,319325.5037195974,5.188946901525889,Cara - Sobrevalorada,94.0,Growth24: 0.0% | Vacancy: 16.5%,28.0308,-97.0688
77031,Houston,TX,260338.42558620183,5.258756006681956,Barata - Alto Potencial,95.85,Growth24: 4.0% | Vacancy: 5.3%,29.6581,-95.5413
76086,Weatherford,TX,277768.47519495944,4.577199551436018,Regular - Estable,100.0,Growth24: 0.0% | Vacancy: 4.3%,32.7549,-97.7899
78676,Wimberley,TX,556654.2869812418,6.950668795984651,Regular - Estable,94.46,Growth24: -6.3% | Vacancy: 5.2%,30.0265,-98.1123
77568,La Marque,TX,257429.36654807723,3.557281070020975,Regular - Estable,99.82,Growth24: -2.3% | Vacancy: 4.2%,29.3676,-94.9742
77011,Houston,TX,209465.8584716264,4.2718061583649405,Regular - Estable,100.0,Growth24: 1.6% | Vacancy: 7.8%,29.742,-95.3073
77619,Groves,TX,166632.45432461493,2.414989798879968,Regular - Estable,99.49,Growth24: -4.4% | Vacancy: 4.4%,29.9448,-93.9152
77868,Navasota,TX,271055.657078864,4.224104445242833,Regular - Estable,99.96,Growth24: -0.5% | Vacancy: 4.5%,30.3576,-96.0594
79403,Lubbock,TX,96880.181513004,2.385701904535893,Regular - Estable,99.49,Growth24: -7.8% | Vacancy: 4.8%,33.6196,-101.8098
77058,Houston,TX,248476.44474280885,3.74636395170771,Regular - Estable,100.0,Growth24: 0.4% | Vacancy: 5.8%,29.5716,-95.0998
79108,Amarillo,TX,192574.01586862383,2.849904708953229,Barata - Alto Potencial,96.96,Growth24: 2.8% | Vacancy: 6.6%,35.2779,-101.83
77575,Liberty,TX,217507.25295454703,4.004808567716614,Barata - Alto Potencial,96.24,Growth24: 2.6% | Vacancy: 6.3%,30.0946,-94.7378
77587,South Houston,TX,197600.1360683532,3.832098915189922,Regular - Estable,99.94,Growth24: -1.1% | Vacancy: 3.2%,29.6601,-95.2258
79029,Dumas,TX,176300.70765073877,2.7632388850025986,Regular - Estable,99.99,Growth24: -2.8% | Vacancy: 4.2%,35.8823,-101.968
77905,Victoria,TX,258851.88042309423,3.033850545591514,Regular - Estable,99.78,Growth24: 1.6% | Vacancy: 4.7%,28.7525,-97.0338
75001,Addison,TX,495055.3084600428,5.656567066549959,Regular - Estable,90.79,Growth24: 3.5% | Vacancy: 4.3%,32.96,-96.8385
77098,Houston,TX,686202.5401446734,5.6372924363483055,Regular - Estable,97.42,Growth24: 2.9% | Vacancy: 6.9%,29.735,-95.4118
76118,Fort Worth,TX,325750.2814440516,3.6019608147629363,Regular - Estable,100.0,Growth24: -0.1% | Vacancy: 3.1%,32.8013,-97.1952
76207,Denton,TX,370038.1131920028,4.172179073369082,Regular - Estable,100.0,Growth24: -2.5% | Vacancy: 1.5%,33.2285,-97.1813
77656,Silsbee,TX,171992.6841760387,2.7769544318620767,Regular - Estable,99.5,Growth24: -3.5% | Vacancy: 6.7%,30.3244,-94.1907
78220,San Antonio,TX,159891.4296895701,4.256735061639668,Regular - Estable,100.0,Growth24: -5.4% | Vacancy: 4.0%,29.4106,-98.4128
75672,Marshall,TX,207456.3852802796,2.913021696483768,Barata - Alto Potencial,98.15,Growth24: 2.3% | Vacancy: 5.9%,32.5165,-94.3251
75201,Dallas,TX,953672.820196646,9.031919077496934,Cara - Sobrevalorada,95.0,Growth24: 0.4% | Vacancy: 8.7%,32.7904,-96.8044
75236,Dallas,TX,278277.01987620426,5.650783937524254,Regular - Estable,99.0,Growth24: 1.7% | Vacancy: 2.3%,32.69,-96.9177
75402,Greenville,TX,276924.30197576113,3.68680496279094,Regular - Estable,100.0,Growth24: -2.2% | Vacancy: 3.7%,33.1047,-96.0927
77059,Houston,TX,467973.540853645,2.688228711054039,Barata - Alto Potencial,99.08,Growth24: 2.3% | Vacancy: 0.9%,29.5975,-95.1134
79903,El Paso,TX,173535.97816754205,3.894138327210658,Barata - Alto Potencial,98.48,Growth24: 9.2% | Vacancy: 5.8%,31.7862,-106.4406
77531,Clute,TX,210649.45724814408,2.883356969776275,Regular - Estable,99.82,Growth24: 0.6% | Vacancy: 5.8%,29.0325,-95.4026
79412,Lubbock,TX,123601.74213584788,2.7344576177922093,Regular - Estable,100.0,Growth24: -1.9% | Vacancy: 4.1%,33.5463,-101.8577
78404,Corpus Christi,TX,156288.9124331584,2.593759612968264,Regular - Estable,99.99,Growth24: -1.1% | Vacancy: 9.1%,27.7683,-97.4013
77422,Brazoria,TX,231344.9994335505,2.9992267711761,Regular - Estable,99.82,Growth24: 0.3% | Vacancy: 7.9%,29.0236,-95.5867
75156,Payne Springs,TX,291056.9704758784,5.186771167561402,Regular - Estable,95.95,Growth24: -4.9% | Vacancy: 14.4%,32.2972,-96.1184
77423,Pattison,TX,381262.494485477,4.652996771209569,Regular - Estable,100.0,Growth24: -0.8% | Vacancy: 3.2%,29.8072,-95.9755
75601,Longview,TX,203949.3520295428,3.044966310611723,Barata - Alto Potencial,99.44,Growth24: 2.6% | Vacancy: 4.9%,32.5178,-94.7303
77808,Bryan,TX,419296.3242440396,3.746333835930193,Barata - Alto Potencial,97.12,Growth24: 5.8% | Vacancy: 3.5%,30.8202,-96.3059
75233,Dallas,TX,291914.0636341938,5.341205555923599,Regular - Estable,100.0,Growth24: 0.7% | Vacancy: 1.5%,32.7046,-96.8725
77713,Beaumont,TX,248670.8202452618,2.964241201047823,Regular - Estable,99.74,Growth24: -4.7% | Vacancy: 5.9%,30.085,-94.2607
79360,Seminole,TX,245625.58422153955,2.6361360985401343,Regular - Estable,99.49,Growth24: 1.3% | Vacancy: 2.5%,32.721,-102.6828
75143,,TX,279454.7349513813,4.20136273123195,Regular - Estable,99.89,Growth24: -4.3% | Vacancy: 11.2%,32.2486,-96.2161
78642,Liberty Hill,TX,508982.90762964514,4.336749130800066,Regular - Estable,99.83,Growth24: -6.8% | Vacancy: 1.7%,30.663,-97.9316
78064,Pleasanton,TX,257594.38295040373,3.789703510333189,Regular - Estable,99.8,Growth24: -1.5% | Vacancy: 3.5%,28.9924,-98.4831
76088,Weatherford,TX,451747.3871700436,4.0298790513460325,Regular - Estable,99.9,Growth24: 1.4% | Vacancy: 1.3%,32.8478,-97.8606
75057,Lewisville,TX,323454.87531055737,4.202189786493412,Regular - Estable,100.0,Growth24: 1.5% | Vacancy: 3.1%,33.0532,-96.9999
78416,Corpus Christi,TX,105798.01825382574,2.394667221945165,Regular - Estable,100.0,Growth24: 0.6% | Vacancy: 4.3%,27.7536,-97.4347
78163,Bulverde,TX,464017.8400273609,3.666578642264728,Regular - Estable,100.0,Growth24: -3.7% | Vacancy: 2.5%,29.7767,-98.4626
78751,Austin,TX,619192.1011458645,8.430591634692723,Cara - Sobrevalorada,92.51,Growth24: -6.2% | Vacancy: 4.1%,30.3093,-97.7242
77488,Wharton,TX,204921.6169206806,3.5522055954919978,Regular - Estable,99.9,Growth24: -3.8% | Vacancy: 6.1%,29.3205,-96.0858
75215,Dallas,TX,182763.85044594805,4.728045724579153,Regular - Estable,100.0,Growth24: -3.4% | Vacancy: 5.4%,32.7582,-96.7623
78255,San Antonio,TX,541283.9346411113,3.549294208526216,Regular - Estable,99.46,Growth24: 0.1% | Vacancy: 1.7%,29.6701,-98.6873
78612,Bastrop,TX,439830.0162563216,5.0116406200984045,Regular - Estable,99.92,Growth24: -4.9% | Vacancy: 1.3%,30.0966,-97.4976
79849,San Elizario,TX,166480.30266294302,3.316206760625844,Barata - Alto Potencial,100.0,Growth24: 7.8% | Vacancy: 3.0%,31.5508,-106.2507
75203,Dallas,TX,208741.6242343837,4.660781783612992,Regular - Estable,100.0,Growth24: -2.5% | Vacancy: 4.9%,32.746,-96.807
78580,Raymondville,TX,101405.70780322164,2.351255771799292,Regular - Estable,96.96,Growth24: -7.1% | Vacancy: 5.0%,26.4792,-97.7967
